,Beginning,Middle,End,Uniform
$l_2$-error,1.077076337366287,1.0203723209783928,0.7158378664444056,1.8520249623171057
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),4.999981641769409,3.9509401321411133,8.066263914108276,4.961162567138672
