,Beginning,Middle,End,Uniform
$l_2$-error,0.577165422874639,0.7600944291584792,0.5513974811890766,0.6084051854282856
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),36.24292707443237,46.9017436504364,42.5540030002594,44.925230741500854
