,Beginning,Middle,End,Uniform
$l_2$-error,0.5793929718166982,0.760307276117557,0.5485091309198066,0.6121269735865044
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),31.70757818222046,32.36659073829651,43.04262328147888,35.67768692970276
