,Beginning,Middle,End,Uniform
$l_2$-error,1.353413307305943,6.008108655131888,8.667326724758148,1.8630920455020574
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,0.9090909090909091,1.0
runtime (sec),1.4398720264434814,1.2006068229675293,1.427631139755249,1.3956680297851562
