,Beginning,Middle,End,Uniform
$l_2$-error,29.345341795932796,26.999515978454824,28.06060491691077,28.448635556979287
FDR,0.05,0.0,0.0,0.0
TPR,0.1919191919191919,0.18867924528301888,0.23529411764705882,0.19607843137254902
runtime (sec),1.659705400466919,0.6616182327270508,1.3582453727722168,1.684041976928711
