,mu,sigma,gamma
0,0.3101681629996589,0.0949145763183886,5.320924031062083e-96
1,-0.1414828837993376,0.11082466150843077,6.743509700848025e-98
2,-0.03462026846423528,0.1020188349624703,2.9188448102879563e-98
3,0.182932277754097,0.10415442286716942,1.3158894602643316e-97
4,-0.025962302155033062,0.10543646848163714,2.9351123542405e-98
5,0.2830272854947814,0.11200516030131391,7.360859843710942e-97
6,-0.004371561125889044,0.09340294985930678,2.5306458383035883e-98
7,-0.07152709433486164,0.09607769577591672,3.420768386806083e-98
8,0.027818849191492835,0.09418434375518145,2.6608190093251276e-98
9,0.18262841324652354,0.11495357563632373,1.094779989170336e-97
10,-0.09626613032147088,0.10335385919280447,4.2976758985152314e-98
11,-0.026798650352774518,0.0997425545683839,2.7946962143623013e-98
12,-0.06610426073722955,0.09300991650594881,3.2330352329057933e-98
13,-0.4117033811747855,0.11465567284271819,1.9350877508153786e-95
14,-0.1363610995398679,0.10424872181264132,6.612181292335613e-98
15,0.09873110087722166,0.09539778342718558,4.396786544363388e-98
16,0.05787331087741633,0.1044121368741614,3.284255396360544e-98
17,-0.0618049062648492,0.10248277289323394,3.316133556336334e-98
18,-0.4951950519556267,0.0895568135134153,1.0379472574166423e-91
19,-0.13708553971733134,0.10007915569384908,6.90059005912929e-98
20,-0.22382064490413578,0.0927086693093567,4.6272801369056904e-97
21,0.056515812247479376,0.09950428662171436,3.156015039507383e-98
22,0.11689678490566788,0.09761481943451762,5.394116737543754e-98
23,0.09843401742612794,0.10503451079797867,4.3903137945192244e-98
24,0.35446203566267226,0.10252420716746632,1.0840895066485973e-95
25,-0.0625951355638319,0.09903980981319314,3.2635594054833185e-98
26,0.16795792889133818,0.10448421458166299,1.0268895536956308e-97
27,-0.21381754730499394,0.11211606573584315,1.8660249801462083e-97
28,-0.34659937743407704,0.0968877491412832,1.562203746341202e-95
29,-0.11079703036959179,0.0985133430108351,5.000587344438691e-98
30,0.2332350225797711,0.09489449844975659,5.264360742365062e-97
31,0.1457920200169842,0.09447372389001943,8.400272927606452e-98
32,0.38551608161202366,0.1001466867132844,4.426211364721111e-95
33,-0.2605198936491526,0.0965934306454633,9.91174309505734e-97
34,-0.3912940632558405,0.1035426962575151,3.4978373914446036e-95
35,-0.1551766074962577,0.11281516006904996,7.826732665104112e-98
36,0.5124321399951699,0.1234584587196832,1.8111009391969401e-94
37,0.09012484669756338,0.09761190013345047,4.0321882866872345e-98
38,-0.16098953567450272,0.11220371443104055,8.463843215056656e-98
39,-0.10961658629908057,0.0969934472568915,4.955093885133654e-98
40,0.26756910588418,0.1022208693180031,8.488584910011722e-97
41,-0.19768009070887246,0.10288076272599218,1.7622121319491976e-97
42,0.06480021734759801,0.1027554058923539,3.381238753306693e-98
43,-0.283768944072828,0.09731924770148145,1.8420526223094162e-96
44,-0.1607902936228211,0.10349687080952644,9.340224935453808e-98
45,0.1606200488386482,0.10665111532883124,8.94306737684839e-98
46,-0.23093614420312825,0.1049935186140763,3.189440317589418e-97
47,0.34716824864154555,0.10090306877371298,1.0074583731512123e-95
48,0.2149641563813682,0.0993270543170135,2.795801325304142e-97
49,-0.0980805258169548,0.09531490711019336,4.366252683099895e-98
50,0.1471403726251118,0.09425320751249781,8.617686913071492e-98
51,-0.34963720806464715,0.1059154735260957,6.610369234739276e-96
52,0.6204031872835893,0.11015441149545314,2.2574285642503047e-91
53,0.05869420980466259,0.10068283907920132,3.220396423539723e-98
54,0.07924809012711091,0.09937479929514736,3.6836699393839605e-98
55,-0.04799180272903389,0.10389223157295262,3.1195885739325126e-98
56,0.07967138970247312,0.10336524578144757,3.750177677246691e-98
57,0.21986147082768093,0.10947221365334321,2.2228750010772108e-97
58,-0.09993813488105568,0.09957589087117855,4.4424910735941464e-98
59,-0.4831228068246203,0.11529857614241387,1.9961926259104323e-94
60,-0.016801212539090567,0.10155118681001239,2.7824678628480143e-98
61,-0.08924427175954551,0.10404183926193789,4.0504429784788016e-98
62,-0.15278791089850763,0.09677991371403845,9.094438919044263e-98
63,0.27677325041058737,0.10313964307881268,1.0194787736317191e-96
64,0.5462122559332576,0.1142284024321149,2.8022309338496915e-93
65,-0.023650453422151576,0.0932898869958922,2.606219323589285e-98
66,0.08743032531194664,0.10617442996564762,4.015471569641714e-98
67,0.0027580859149780017,0.09083221413336054,2.4604342678670806e-98
68,0.14163434229343305,0.09609879017663775,7.691385135495013e-98
69,-0.12227861040162773,0.09877759367726258,5.733544010003043e-98
70,0.3837524630952747,0.10292919105442876,2.87530170094229e-95
71,1.353115267581994,0.09723758844834225,2.850384143728332e-56
72,0.005881060787790482,0.09948403092904418,2.6947166546777793e-98
73,-0.1501359132078283,0.10741636267160691,7.691355961133488e-98
74,0.26825265730853665,0.10461778616876924,7.564486149714873e-97
75,0.06614927287386659,0.10606012860034929,3.4733571812053045e-98
76,-0.46599416912305436,0.09940621621137415,1.5665442730436335e-93
77,0.9923923556895142,0.10585447291887762,3.390977452062334e-79
78,0.28968087918631635,0.1067724221269923,1.1422999764263744e-96
79,-0.28100030887673955,0.09896333921166016,1.503939852553027e-96
80,-0.06616071883572662,0.11158471517570787,3.584401544163824e-98
81,-0.0016227375838215766,0.0997253262891294,2.6968647284065576e-98
82,0.052741296065756296,0.08988103058744658,2.8857814195386057e-98
83,-0.20909181205693583,0.10805770416819675,1.8986225327005024e-97
84,0.3440058158361017,0.11950088440615532,2.0256315529518356e-96
85,0.5286994396105557,0.09019216716819382,6.938917365234996e-91
86,-0.04680958826823958,0.09964118361153809,3.004554346698403e-98
87,-0.5305127296416218,0.1022120338925408,1.9228732944110786e-92
88,-0.37122749705082925,0.10747261708349429,1.1232164028634609e-95
89,-0.02481007920180655,0.10179876540442157,2.8335446901454096e-98
90,-0.153157780233127,0.09508071229517727,9.407646311599315e-98
91,-0.15970699898653715,0.10805884495937546,8.686564082419128e-98
92,-0.34270925492074106,0.10381587850172669,6.481866174772932e-96
93,0.004505535992809757,0.10102283997861017,2.733771837565242e-98
94,0.0941551925364424,0.09417972572887007,4.188855058533253e-98
95,-0.2526716454981734,0.10292987269696285,5.661159368948538e-97
96,0.16467797457505368,0.09376621525728493,1.1862150847190618e-97
97,-0.1190325515511527,0.10947958355481054,5.3236087907897516e-98
98,0.12241003554888207,0.10067068755942467,5.686293291622288e-98
99,0.06463831087156022,0.10038809307946295,3.332311083155625e-98
100,-0.1736283675485765,0.09923753688553336,1.2398764459228948e-97
101,0.11481213864319288,0.10047277039224717,5.204210659123103e-98
102,-0.2989031016007857,0.10577852388496096,1.5450429154431803e-96
103,-0.14075832049976553,0.10121805040308246,7.182488906145697e-98
104,0.010943093841343239,0.1038589654029029,2.822054171782362e-98
105,-0.2909711340043887,0.09274923131755457,3.4263320075341706e-96
106,-0.4010407854057714,0.11478062910860178,1.375826836904792e-95
107,1.8819893614771206,0.0988283196566345,1.433223476959211e-19
108,-0.06946092036721585,0.08718016897692031,3.2355468346632625e-98
109,0.022812435456580623,0.09980838026069266,2.7691256739869635e-98
110,-0.013424547410511186,0.10298760641233681,2.8068467324337077e-98
111,-0.16192553526182815,0.09290881886620485,1.1482474657389518e-97
112,-0.18655158131428864,0.10483345806103551,1.3798024838429943e-97
113,0.2896938071094444,0.09692234278109048,2.2750503588225175e-96
114,0.09016774593015235,0.0903098040930447,4.013675130706838e-98
115,0.10577867111764212,0.11072564242350691,4.704490195018701e-98
116,-0.031314784052462394,0.10146099665849209,2.874705486194919e-98
117,0.061741652867244416,0.09132327535790749,3.10051743694936e-98
118,0.7046944892974457,0.09342501709250577,5.591535187467224e-86
119,0.29538234820809356,0.09663990078215538,2.781174469670075e-96
120,0.40118793763495797,0.1074557468187922,3.0585680308942334e-95
121,-0.30311996754548176,0.09716634042774121,3.395633183035998e-96
122,0.10360962768387706,0.10238561797368743,4.604410679401744e-98
123,-0.09493719417516631,0.11458909156777572,4.346597277393126e-98
124,0.17605627070448662,0.09678212967031241,1.3697287494684099e-97
125,0.15202577761700428,0.09574776796587942,9.129275484138329e-98
126,-0.14747338139047125,0.09507002123629002,8.558052037334164e-98
127,-0.48347643851999894,0.09038674756785306,3.928176462734579e-92
128,-0.12470775452826482,0.09250407820882449,6.199783630741278e-98
129,0.10121990543772875,0.10653207483089126,4.5065143713821355e-98
130,0.12374556172278281,0.09585782440918819,5.953167752260852e-98
131,0.007184174463357116,0.10177092528322887,2.7577908770766092e-98
132,0.1655202750847097,0.1055752055951206,9.739696503939914e-98
133,0.05395153520178169,0.1184431765663511,3.539483679043229e-98
134,0.31010322664647416,0.09999536318824906,3.2989452636038544e-96
135,0.23516939405203832,0.09992468886369915,4.311130684417896e-97
136,-0.268935171397224,0.10732251564631551,6.69421505337295e-97
137,-0.17655450891258004,0.09665967397475034,1.3867732010585475e-97
138,0.11462448635229983,0.0991653618992608,5.215983174979551e-98
139,0.19322322944057313,0.10312081192619672,1.6131958336495723e-97
140,-0.5725268255647026,0.09978410108238221,3.729986495050018e-91
141,0.4824473278297278,0.10381563820763483,1.3528594995685417e-93
142,0.40685283844608555,0.11116652248918528,2.409939310607968e-95
143,-0.10396746443886054,0.0898814072622227,4.738776301642697e-98
144,-0.3540363993430152,0.10595471732623862,7.557228109698651e-96
145,-0.029008349148270753,0.09817976026411433,2.7721459969493335e-98
146,0.2008679710556275,0.1061545962988169,1.718807472333335e-97
147,-0.09860766931969575,0.1125619476660627,4.446918219607942e-98
148,-0.08063320077096528,0.09097478297195083,3.637847690824479e-98
149,-0.22184868682298273,0.10277661522801665,2.856382433386942e-97
150,0.30480682922643465,0.09431076231137105,4.706423021526946e-96
151,0.49713284107691974,0.09904819321443509,7.783788863002043e-93
152,-0.29780900394748044,0.09738701603427795,2.814998778350425e-96
153,0.24067563329512828,0.10009068901892366,4.875614204125028e-97
154,-0.20631215557512428,0.1032063083169209,2.058401277459137e-97
155,0.3651725986687322,0.10035016198704783,2.019219543325243e-95
156,0.2281004873850205,0.09684781513786615,4.1977738284956096e-97
157,-0.13279229541390947,0.1096027240315025,6.149861221627977e-98
158,0.06777289416353433,0.0982725773319258,3.3636148235462154e-98
159,-0.5519966674618114,0.09786648165991808,2.1037938211470096e-91
160,-0.15527152936855798,0.09545538893872416,9.68999304472959e-98
161,0.14341120103119995,0.09813627576772417,7.709248912741691e-98
162,-0.05460131573454964,0.09353567952978793,2.9960956162000214e-98
163,0.033509585249237334,0.10851250642905427,3.0717442608543266e-98
164,-0.1560142130061783,0.09862845653875292,9.311942978405376e-98
165,-0.020376773444580804,0.09135053142799629,2.5345591604291455e-98
166,0.7125015782137774,0.10013207644488967,2.6156985649657937e-87
167,-0.05965435471296684,0.09974285952791268,3.219025691226584e-98
168,0.6323777618401772,0.10368494366804931,3.2847836180914512e-90
169,-0.3412150129164391,0.09757020828908378,1.1852045269535795e-95
170,-0.3235035813498419,0.09404366017985233,9.377230362833569e-96
171,0.11306629376813986,0.10129835322309214,5.091683437396628e-98
172,-0.2923331172874981,0.11404045268622166,8.220483310979257e-97
173,-0.16725254919674634,0.10619208470295308,9.906936402467312e-98
174,0.3159814694313778,0.11193643804791409,1.6204695541633752e-96
175,-0.367931429843753,0.11722480212184343,4.3363432711406404e-96
176,-0.3112679087718186,0.10470388453310767,2.3403280008177917e-96
177,0.7412763171041755,0.09722544392794791,1.0781144120868924e-85
178,-0.09270090902631199,0.10836196571111924,4.2079348324492995e-98
179,-0.15394228153487372,0.10498073636724743,8.299864704702568e-98
180,9.488071589343233,0.08925351846019597,1.0
181,9.533453757585603,0.09817681412711998,1.0
182,10.047175312896318,0.09430500874625558,1.0
183,9.094433491922313,0.1014715697455779,1.0
184,9.822990793364998,0.11163497431087292,1.0
185,10.219742190610269,0.1089859333853921,1.0
186,9.343778152384841,0.0943100456426262,1.0
187,8.655367328358981,0.09667164595454686,1.0
188,10.964835107506936,0.09979057043817824,1.0
189,10.429559034696556,0.09548813457997299,1.0
190,9.562714184341132,0.11356449033592794,1.0
191,9.892414509503942,0.095688226262044,1.0
192,8.972501805761079,0.09912936287195563,1.0
193,8.827267363712448,0.094152241663145,1.0
194,8.97986775429371,0.09631608359625597,1.0
195,9.062063625969488,0.1012766641944387,1.0
196,9.462256927531309,0.10821699594408031,1.0
197,9.051343626674612,0.10888281796919433,1.0
198,9.065192950553614,0.0936821322632179,1.0
199,9.080757804773931,0.12248902145543121,1.0
