,Beginning,Middle,End,Uniform
$l_2$-error,0.6039278402916666,0.7816618010971987,0.5351142896502193,0.6370858969573465
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),84.07484221458435,74.78820157051086,98.71424627304077,83.42317152023315
