,Beginning,Middle,End,Uniform
$l_2$-error,0.6923660593365161,0.8702924429966087,0.5092096003249982,0.6905024667062466
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),13.113405704498291,13.876621723175049,15.793275833129883,15.502393960952759
