,Beginning,Middle,End,Uniform
$l_2$-error,29.345341795932804,26.999515978454802,28.060604916910766,28.448635556979294
FDR,0.05,0.0,0.0,0.0
TPR,0.1919191919191919,0.18867924528301888,0.23529411764705882,0.19607843137254902
runtime (sec),0.8570256233215332,0.3963925838470459,0.6816737651824951,0.7916481494903564
