,Beginning,Middle,End,Uniform
$l_2$-error,0.6915280390862911,0.8702908575092563,0.5091470880808391,0.6905021530800853
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),22.033242225646973,22.4055814743042,26.696078777313232,24.811668395996094
