,Beginning,Middle,End,Uniform
$l_2$-error,4.260382333079399,2.506550118197146,3.4925567105075457,4.876575104515131
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),1.1726033687591553,1.6297693252563477,1.6501555442810059,1.4066967964172363
