,Beginning,Middle,End,Uniform
$l_2$-error,9.743969096646353,2.9939031932880926,23.038582818048035,2.6604947947058277
FDR,0.0,0.0,0.1,0.0
TPR,0.9523809523809523,1.0,0.75,1.0
runtime (sec),0.6628191471099854,1.3372972011566162,0.6749036312103271,1.151759147644043
