,Beginning,Middle,End,Uniform
$l_2$-error,0.6034182535964344,0.8673470638734582,0.4996613666907813,0.6330725209670989
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),18.19056248664856,17.91350793838501,22.142492532730103,21.829078435897827
