,Beginning,Middle,End,Uniform
$l_2$-error,0.5792119026965948,0.7593043655723052,0.5491066605771046,0.6111282712533911
FDR,0.0,0.0,0.0,0.0
TPR,1.0,1.0,1.0,1.0
runtime (sec),39.49952054023743,46.385618686676025,58.48260998725891,49.00056791305542
